Reward,Throughput,Latancy,PRBs,Each_time,Totel_time
-5.335016400000001,357.6364,891.13804,27.719,0.039928436279296875,54.268407106399536
-5.334973500000001,357.75856,891.2559100000001,27.73,0.03968167304992676,54.31630349159241
-5.2244177,353.52840000000003,875.97017,27.29,0.04064631462097168,54.36484122276306
-5.2263411999999985,353.40704000000005,876.04116,27.278999999999996,0.04375934600830078,54.41726279258728
-5.0069317,361.44831999999997,862.14149,27.557000000000002,0.04184842109680176,54.473355770111084
-5.0076898,361.44872000000004,862.2177,27.558,0.04013824462890625,54.522093057632446
-5.012768,354.75816,856.0349600000001,27.461,0.04026460647583008,54.57136797904968
-5.012768,354.75816,856.03496,27.461000000000002,0.04091477394104004,54.62034773826599
-5.010535600000001,357.7164,858.76996,27.758,0.039994239807128906,54.669148206710815
-5.008976799999999,357.83672,858.7343999999999,27.769,0.040599822998046875,54.718299865722656
-5.035122600000001,356.31463999999994,859.8269,27.612000000000002,0.04141950607299805,54.76741576194763
-5.037903899999999,356.074,859.86439,27.591,0.04138612747192383,54.8173303604126
-5.0649344,355.29616,861.7896,27.572,0.0400693416595459,54.86612319946289
-5.0644545,355.29416,861.73961,27.573,0.03992438316345215,54.91372728347778
-5.0929533,354.39743999999996,863.69277,27.433999999999997,0.04045367240905762,54.961549282073975
-5.0946164,354.39904,863.86068,27.43,0.04060006141662598,55.01028251647949
-5.124266199999999,354.36832,866.7949399999999,27.429,0.04080080986022949,55.06097483634949
-5.1227409999999995,354.36672,866.64082,27.43,0.040544748306274414,55.11041259765625
-5.1640304,354.67728,871.0803199999999,27.414,0.04008984565734863,55.158620834350586
-5.1628504,354.7984,871.08344,27.426,0.041654109954833984,55.20893979072571
-5.201446499999999,353.29504000000003,873.4396899999999,27.198999999999998,0.04096508026123047,55.25884699821472
-5.203395699999999,353.29688,873.6364499999999,27.204,0.03990888595581055,55.307509660720825
-5.2323729,354.92528,878.16257,27.061,0.039934396743774414,55.35680675506592
-5.2373332999999995,354.92784,878.66117,27.062,0.04113149642944336,55.406270265579224
-5.2457066999999995,355.5092,880.07987,27.54,0.0399479866027832,55.45456671714783
-5.238675400000002,355.5048,879.37234,27.538,0.040506839752197266,55.50351285934448
-5.281985799999999,353.73888,881.9374599999999,27.379,0.0414426326751709,55.55473852157593
-5.2832864,353.61776000000003,881.9463999999999,27.365,0.03987574577331543,55.60293769836426
-5.301438600000001,354.39743999999996,884.5413,27.488,0.04022574424743652,55.652158975601196
-5.3013289,354.39743999999996,884.5303299999999,27.491,0.0399632453918457,55.70060634613037
